drop_id,date,rig,usefulness,island,general_area,mpa_status,reserve_name,lat,long,time_in,depth,habitat,rugosity,relief,site,island_mpa
ANA_135,2020-06-19T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.024493,-119.363921,1899-12-31T12:49:00Z,51,soft,low,low,Anacapa,Anacapa MPA
ANA_136,2020-06-19T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.024698,-119.368988,1899-12-31T13:16:00Z,55.8,soft,low,low,Anacapa,Anacapa MPA
ANA_137,2020-08-07T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.022875,-119.367388,1899-12-31T08:30:00Z,37.7,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_138,2020-08-07T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.025052,-119.363345,1899-12-31T08:49:00Z,52.4,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_139,2020-08-07T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023153,-119.370465,1899-12-31T09:40:00Z,45.1,mixed_hard,medium,high,Anacapa,Anacapa MPA
ANA_140,2020-08-07T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.021657,-119.379231,1899-12-31T10:04:00Z,58.3,hard,medium,medium,Anacapa,Anacapa MPA
ANA_141,2020-08-07T00:00:00Z,11,4,Anacapa,Back Side,REF,ANA_REF,34.008116,-119.360927,1899-12-31T11:31:00Z,41.4,soft,low,low,Anacapa,Anacapa REF
ANA_142,2020-08-07T00:00:00Z,3,4,Anacapa,Back Side,REF,ANA_REF,34.009007,-119.357706,1899-12-31T11:37:00Z,38.3,hard,medium,low,Anacapa,Anacapa REF
ANA_143,2020-08-07T00:00:00Z,3,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.015483,-119.392686,1899-12-31T13:32:00Z,30.6,mixed_hard,medium,high,Anacapa,Anacapa MPA
ANA_144,2020-08-07T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.016913,-119.387667,1899-12-31T13:41:00Z,44.2,hard,high,high,Anacapa,Anacapa MPA
ANA_201,2020-08-23T00:00:00Z,11,2,Anacapa,Back Side,REF,ANA_REF,34.025444,-119.346348,1899-12-31T09:48:00Z,64.9,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_202,2020-08-23T00:00:00Z,3,5,Anacapa,Back Side,REF,ANA_REF,34.023393,-119.347341,1899-12-31T09:57:00Z,52.9,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_203,2020-08-24T00:00:00Z,11,4,Anacapa,Back Side,REF,ANA_REF,34.006115,-119.363629,1899-12-31T10:30:00Z,44.3,hard,high,medium,Anacapa,Anacapa REF
ANA_204,2020-08-24T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.018234,-119.43661,1899-12-31T11:52:00Z,31.2,soft,low,low,Anacapa,Anacapa MPA
ANA_145,2020-09-26T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023796,-119.371656,1899-12-31T09:47:00Z,52.3,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_146,2020-09-26T00:00:00Z,3,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.021745,-119.368476,1899-12-31T10:02:00Z,30.9,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_147,2020-09-26T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.020799,-119.371338,1899-12-31T10:50:00Z,34.9,mixed_soft,medium,low,Anacapa,Anacapa MPA
ANA_148,2020-09-26T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.019635,-119.374523,1899-12-31T10:59:00Z,30.4,mixed_hard,high,medium,Anacapa,Anacapa MPA
ANA_149,2020-09-26T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.016448,-119.394208,1899-12-31T11:57:00Z,47.6,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_150,2020-09-26T00:00:00Z,3,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.013061,-119.395871,1899-12-31T12:09:00Z,33.8,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_151,2020-09-26T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.005784,-119.439312,1899-12-31T13:05:00Z,43.8,mixed_hard,high,high,Anacapa,Anacapa REF
ANA_152,2020-09-26T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,34.005912,-119.435845,1899-12-31T13:18:00Z,39.2,soft,low,low,Anacapa,Anacapa REF
ANA_153,2020-09-26T00:00:00Z,11,4,Anacapa,Back Side,REF,ANA_REF,34.009514,-119.358735,1899-12-31T14:27:00Z,31.7,mixed_hard,low,low,Anacapa,Anacapa REF
ANA_154,2020-09-26T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.007785,-119.355134,1899-12-31T14:39:00Z,47.4,hard,high,high,Anacapa,Anacapa REF
ANA_155,2020-09-26T00:00:00Z,3,4,Anacapa,Back Side,REF,ANA_REF,34.012664,-119.349706,1899-12-31T15:23:00Z,34.3,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_156,2020-09-26T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,34.014539,-119.349149,1899-12-31T15:28:00Z,33.6,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_157,2020-10-03T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.000583,-119.441267,1899-12-31T08:22:00Z,51.4,soft,low,low,Anacapa,Anacapa REF
ANA_158,2020-10-03T00:00:00Z,11,3,Anacapa,Back Side,REF,ANA_REF,34.003161,-119.437052,1899-12-31T08:30:00Z,53.2,soft,low,low,Anacapa,Anacapa REF
ANA_159,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.018131,-119.395005,1899-12-31T09:45:00Z,62.6,soft,low,low,Anacapa,Anacapa MPA
ANA_160,2020-10-03T00:00:00Z,3,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.018517,-119.389201,1899-12-31T09:56:00Z,52.7,hard,medium,medium,Anacapa,Anacapa MPA
ANA_161,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_162,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA
ANA_163,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023566,-119.372981,1899-12-31T11:44:00Z,54.4,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_164,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026669,-119.371133,1899-12-31T11:50:00Z,62.9,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_165,2020-10-03T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,33.994169,-119.405816,1899-12-31T13:11:00Z,52.4,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_166,2020-10-03T00:00:00Z,11,4,Anacapa,Back Side,REF,ANA_REF,33.993149,-119.41436,1899-12-31T13:25:00Z,52.7,hard,high,high,Anacapa,Anacapa REF
ANA_167,2020-10-03T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.993368,-119.423988,1899-12-31T14:11:00Z,58.5,soft,low,low,Anacapa,Anacapa REF
ANA_168,2020-10-03T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,33.99431,-119.42698,1899-12-31T14:19:00Z,62.6,mixed_hard,low,low,Anacapa,Anacapa REF
ANA_169,2020-10-24T00:00:00Z,3,1,Anacapa,Back Side,REF,ANA_REF,34.016574,-119.335116,1899-12-31T09:12:00Z,80.1,hard,high,medium,Anacapa,Anacapa REF
ANA_170,2020-10-24T00:00:00Z,11,5,Anacapa,Back Side,REF,ANA_REF,34.014981,-119.337356,1899-12-31T09:22:00Z,81,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_171,2020-10-24T00:00:00Z,11,3,Anacapa,Back Side,REF,ANA_REF,34.013997,-119.333899,1899-12-31T09:45:00Z,87.7,soft,low,low,Anacapa,Anacapa REF
ANA_172,2020-10-24T00:00:00Z,11,3,Anacapa,Back Side,REF,ANA_REF,33.991828,-119.390021,1899-12-31T10:47:00Z,80.9,soft,low,low,Anacapa,Anacapa REF
ANA_173,2020-10-24T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.024776,-119.427825,1899-12-31T11:59:00Z,74.6,soft,low,low,Anacapa,Anacapa MPA
ANA_174,2020-10-24T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_SMCA,34.02422,-119.421018,1899-12-31T12:14:00Z,73.6,soft,low,low,Anacapa,Anacapa MPA
ANA_175,2020-10-24T00:00:00Z,3,5,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.027448,-119.37738,1899-12-31T13:20:00Z,72,soft,low,low,Anacapa,Anacapa MPA
ANA_176,2020-10-24T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.028849,-119.370939,1899-12-31T13:28:00Z,73.8,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_177,2020-10-24T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.016844,-119.383341,1899-12-31T14:39:00Z,31.8,hard,high,high,Anacapa,Anacapa MPA
ANA_178,2020-10-24T00:00:00Z,3,4,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01573,-119.389967,1899-12-31T14:50:00Z,34.5,hard,high,high,Anacapa,Anacapa MPA
ANA_179,2020-10-24T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,34.01303,-119.351232,1899-12-31T15:45:00Z,33.4,hard,high,high,Anacapa,Anacapa REF
ANA_180,2020-10-24T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,34.015265,-119.347158,1899-12-31T15:53:00Z,39.8,soft,low,low,Anacapa,Anacapa REF
ANA_181,2020-10-28T00:00:00Z,3,3,Anacapa,Back Side,REF,ANA_REF,34.012711,-119.340342,1899-12-31T07:58:00Z,75.9,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_182,2020-10-28T00:00:00Z,11,3,Anacapa,Back Side,REF,ANA_REF,34.010269,-119.344103,1899-12-31T08:26:00Z,72.8,soft,low,low,Anacapa,Anacapa REF
ANA_183,2020-10-28T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.027041,-119.38057,1899-12-31T09:20:00Z,77.6,soft,low,low,Anacapa,Anacapa MPA
ANA_184,2020-10-28T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.023735,-119.387056,1899-12-31T09:29:00Z,73.7,soft,low,low,Anacapa,Anacapa MPA
ANA_185,2020-10-28T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.022251,-119.393961,1899-12-31T10:23:00Z,75,soft,low,low,Anacapa,Anacapa MPA
ANA_186,2020-10-28T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.021913,-119.418032,1899-12-31T10:34:00Z,70.4,soft,low,low,Anacapa,Anacapa MPA
ANA_187,2020-10-28T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_SMCA,34.027869,-119.418696,1899-12-31T11:21:00Z,80.7,mixed_soft,low,low,Anacapa,Anacapa MPA
ANA_188,2020-10-28T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_SMCA,34.027453,-119.431582,1899-12-31T11:32:00Z,77.8,soft,low,low,Anacapa,Anacapa MPA
ANA_189,2020-10-28T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,33.99125,-119.384787,1899-12-31T12:58:00Z,79.4,hard,medium,low,Anacapa,Anacapa REF
ANA_190,2020-10-28T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.993387,-119.380329,1899-12-31T13:05:00Z,76.2,soft,low,low,Anacapa,Anacapa REF
ANA_191,2020-10-28T00:00:00Z,11,1,Anacapa,Back Side,REF,ANA_REF,33.997317,-119.359778,1899-12-31T13:57:00Z,73.3,mixed_hard,medium,medium,Anacapa,Anacapa REF
ANA_192,2020-10-28T00:00:00Z,3,2,Anacapa,Back Side,REF,ANA_REF,33.999109,-119.356567,1899-12-31T14:04:00Z,73.6,soft,low,low,Anacapa,Anacapa REF
ANA_193,2020-10-29T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026673,-119.367288,1899-12-31T08:10:00Z,63.5,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_194,2020-10-29T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02387,-119.357451,1899-12-31T08:28:00Z,52.2,soft,low,low,Anacapa,Anacapa MPA
ANA_195,2020-10-29T00:00:00Z,11,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026625,-119.374042,1899-12-31T09:18:00Z,62.8,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_196,2020-10-29T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.024394,-119.375938,1899-12-31T09:25:00Z,60.6,mixed_hard,medium,low,Anacapa,Anacapa MPA
ANA_197,2020-10-29T00:00:00Z,3,3,Anacapa,Back Side,REF,ANA_REF,34.019839,-119.343301,1899-12-31T10:28:00Z,55.7,hard,medium,low,Anacapa,Anacapa REF
ANA_198,2020-10-29T00:00:00Z,11,3,Anacapa,Back Side,REF,ANA_REF,34.016143,-119.340089,1899-12-31T10:34:00Z,58.8,mixed_soft,low,low,Anacapa,Anacapa REF
ANA_199,2020-10-29T00:00:00Z,3,5,Anacapa,Back Side,REF,ANA_REF,34.000951,-119.373576,1899-12-31T11:43:00Z,50.5,mixed_hard,medium,low,Anacapa,Anacapa REF
ANA_200,2020-10-29T00:00:00Z,11,3,Anacapa,Back Side,REF,ANA_REF,33.999088,-119.435185,1899-12-31T12:38:00Z,55.1,soft,low,low,Anacapa,Anacapa REF
CAR_001,2019-09-27T00:00:00Z,8,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07118,-120.06594,1899-12-31T09:12:00Z,49.8,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_002,2019-09-27T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06693,-120.0768,1899-12-31T09:26:00Z,43.7,hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_003,2019-09-27T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06928,-120.06189,1899-12-31T09:43:00Z,43.9,hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_004,2019-09-27T00:00:00Z,8,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06409,-120.06274,1899-12-31T10:09:00Z,36.6,mixed_soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_005,2019-09-27T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06035,-120.05202,1899-12-31T10:34:00Z,39.4,mixed_hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_006,2019-09-27T00:00:00Z,1,5,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.0597,-120.06499,1899-12-31T10:52:00Z,35.3,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_007,2019-09-27T00:00:00Z,1,3,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05076,-120.0825,1899-12-31T11:42:00Z,33.1,hard,medium,medium,Carrington Pt.,Carrington Pt. MPA
CAR_008,2019-09-27T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.0617,-120.08213,1899-12-31T11:53:00Z,43.4,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_009,2019-09-27T00:00:00Z,8,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06329,-120.07437,1899-12-31T12:04:00Z,35.9,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_010,2019-09-27T00:00:00Z,1,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05745,-120.09087,1899-12-31T12:37:00Z,41.6,mixed_soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_011,2019-09-27T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06461,-120.09073,1899-12-31T12:55:00Z,50.3,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_012,2019-09-27T00:00:00Z,8,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05164,-120.10201,1899-12-31T13:37:00Z,45.9,hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_013,2019-09-27T00:00:00Z,1,4,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05874,-120.07903,1899-12-31T13:49:00Z,30.9,hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_014,2019-10-06T00:00:00Z,8,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07321,-120.06432,1899-12-31T08:35:00Z,48.6,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_015,2019-10-06T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07055,-120.06676,1899-12-31T08:44:00Z,48.8,hard,high,high,Carrington Pt.,Carrington Pt. REF
CAR_016,2019-10-06T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06882,-120.07311,1899-12-31T08:53:00Z,40.4,hard,medium,low,Carrington Pt.,Carrington Pt. REF
CAR_017,2019-10-06T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05988,-120.06147,1899-12-31T09:44:00Z,34.3,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_018,2019-10-06T00:00:00Z,3,4,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.0616,-120.05534,1899-12-31T09:52:00Z,34.7,mixed_hard,medium,medium,Carrington Pt.,Carrington Pt. MPA
CAR_019,2019-10-06T00:00:00Z,8,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05668,-120.05199,1899-12-31T10:02:00Z,36.9,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_020,2019-10-06T00:00:00Z,8,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05098,-120.08281,1899-12-31T11:23:00Z,32.9,hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_021,2019-10-06T00:00:00Z,3,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05813,-120.08025,1899-12-31T11:33:00Z,30.4,hard,high,high,Carrington Pt.,Carrington Pt. MPA
CAR_022,2019-10-06T00:00:00Z,1,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05876,-120.09521,1899-12-31T11:43:00Z,52.2,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_023,2019-10-06T00:00:00Z,1,3,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06545,-120.0853,1899-12-31T12:32:00Z,44.2,hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_024,2019-10-06T00:00:00Z,3,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05771,-120.09312,1899-12-31T12:46:00Z,41.9,mixed_soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_025,2019-11-01T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06229,-120.04987,1899-12-31T09:50:00Z,48.1,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_026,2019-11-01T00:00:00Z,8,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05405,-120.05246,1899-12-31T10:07:00Z,34.4,mixed_hard,high,high,Carrington Pt.,Carrington Pt. MPA
CAR_027,2019-11-01T00:00:00Z,1,4,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05322,-120.06096,1899-12-31T10:19:00Z,30.7,hard,medium,medium,Carrington Pt.,Carrington Pt. MPA
CAR_028,2019-11-01T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06306,-120.07168,1899-12-31T11:12:00Z,30.2,hard,high,low,Carrington Pt.,Carrington Pt. MPA
CAR_029,2019-11-01T00:00:00Z,8,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06079,-120.07918,1899-12-31T11:22:00Z,38.5,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_030,2019-11-01T00:00:00Z,3,3,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06295,-120.08551,1899-12-31T11:32:00Z,43.2,hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_031,2019-11-01T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05579,-120.09338,1899-12-31T12:59:00Z,36.5,mixed_soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_032,2019-11-01T00:00:00Z,8,5,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05496,-120.09946,1899-12-31T13:09:00Z,48,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_033,2019-11-01T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05236,-120.10415,1899-12-31T13:20:00Z,48.5,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_034,2019-11-01T00:00:00Z,1,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05201,-120.13213,1899-12-31T14:10:00Z,33.7,mixed_hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_035,2019-11-01T00:00:00Z,8,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05593,-120.14644,1899-12-31T14:18:00Z,40.9,hard,medium,low,Carrington Pt.,Carrington Pt. REF
CAR_036,2019-11-01T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05261,-120.14751,1899-12-31T14:25:00Z,32.6,mixed_soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_037,2019-11-12T00:00:00Z,3,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05951,-120.05459,1899-12-31T09:16:00Z,33.2,hard,high,medium,Carrington Pt.,Carrington Pt. MPA
CAR_038,2019-11-12T00:00:00Z,1,4,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06334,-120.06437,1899-12-31T09:29:00Z,37.8,NA,NA,NA,Carrington Pt.,Carrington Pt. MPA
CAR_039,2019-11-12T00:00:00Z,8,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07157,-120.06257,1899-12-31T10:40:00Z,49.4,mixed_hard,low,low,Carrington Pt.,Carrington Pt. REF
CAR_040,2019-11-12T00:00:00Z,8,3,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05891,-120.06765,1899-12-31T09:44:00Z,32.9,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_041,2019-11-12T00:00:00Z,1,4,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07018,-120.07195,1899-12-31T10:51:00Z,43.8,mixed_hard,NA,NA,Carrington Pt.,Carrington Pt. REF
CAR_042,2019-11-12T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06736,-120.05914,1899-12-31T11:03:00Z,42.4,mixed_hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_043,2019-11-12T00:00:00Z,3,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05982,-120.08118,1899-12-31T12:13:00Z,37.1,mixed_hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_044,2019-11-12T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.04991,-120.1031,1899-12-31T12:38:00Z,43.5,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_045,2019-11-18T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05944,-120.0544,1899-12-31T08:58:00Z,34.1,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_046,2019-11-18T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05894,-120.06728,1899-12-31T09:05:00Z,33,hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_047,2019-11-18T00:00:00Z,8,5,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06326,-120.06373,1899-12-31T09:11:00Z,35.5,NA,NA,NA,Carrington Pt.,Carrington Pt. MPA
CAR_048,2019-11-18T00:00:00Z,8,5,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06862,-120.05736,1899-12-31T09:59:00Z,48.6,NA,NA,NA,Carrington Pt.,Carrington Pt. REF
CAR_049,2019-11-18T00:00:00Z,1,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07146,-120.0625,1899-12-31T10:09:00Z,48.9,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. REF
