drop_id,bm_AHOL,bm_COTSP,bm_CPRI,bm_CPUN,bm_CSOR,bm_CVEN,bm_EJAC,bm_GGAL,bm_HARG,bm_HRUB,bm_HSEM,bm_LDAL,bm_LHIR,bm_OCAL,bm_OELO,bm_OPIC,bm_OYT,bm_PATR,bm_PCAL,bm_PCLA,bm_PCOE,bm_PFUR,bm_PMAC,bm_RNIC,bm_RONSP,bm_RTOX,bm_RVAC,bm_SATR,bm_SAUR,bm_SCAR,bm_SCAU,bm_SCHR,bm_SENT,bm_SGIG,bm_SGUT,bm_SHOP,bm_SLAL,bm_SLUC,bm_SMAR,bm_SMIN,bm_SMYS,bm_SPAU,bm_SPIN,bm_SPUL,bm_SRAS,bm_SROS,bm_SRUB,bm_SSAG,bm_SSAX,bm_SSEM,bm_STRE,bm_SUMB,bm_TSYM,date,rig,usefulness,island,general_area,mpa_status,reserve_name,lat,long,time_in,depth,habitat,rugosity,relief,site,island_mpa
ANA_248,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,2021-09-16T00:00:00Z,13,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01809,-119.39003,12:07:00,50.2,hard,high,>2m,Anacapa,Anacapa MPA
ANA_250,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-09-16T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01994,-119.38267,12:34:00,55.2,mixed_hard,low,0-1m,Anacapa,Anacapa MPA
ANA_251,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2021-09-16T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02488,-119.37436,13:38:00,59.8,mixed_soft,low,0-1m,Anacapa,Anacapa MPA
ANA_252,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-09-16T00:00:00Z,12,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02465,-119.37009,13:57:00,54.6,mixed_hard,high,>2m,Anacapa,Anacapa MPA
ANA_253,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,2021-09-16T00:00:00Z,13,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02569,-119.36361,14:11:00,55.8,mixed_hard,high,1-2m,Anacapa,Anacapa MPA
ANA_254,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2021-11-09T00:00:00Z,13,1,Anacapa,Back Side,REF,ANA_REF,34.00805,-119.35684,09:42:00,47,soft,low,0-1m,Anacapa,Anacapa REF
ANA_255,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,2021-11-09T00:00:00Z,12,1,Anacapa,Back Side,REF,ANA_REF,34.00627,-119.3635,09:51:00,45.1,mixed_soft,medium,1-2m,Anacapa,Anacapa REF
ANA_256,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,2021-11-09T00:00:00Z,1,1,Anacapa,Back Side,REF,ANA_REF,34.0063,-119.3675,10:01:00,38.8,mixed_hard,medium,>2m,Anacapa,Anacapa REF
ANA_258,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,2021-11-09T00:00:00Z,12,1,Anacapa,Back Side,REF,ANA_REF,33.99591,-119.40736,11:13:00,39.9,hard,high,1-2m,Anacapa,Anacapa REF
ANA_259,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,2021-11-09T00:00:00Z,13,1,Anacapa,Back Side,REF,ANA_REF,33.99442,-119.41628,11:29:00,49.6,mixed_hard,medium,1-2m,Anacapa,Anacapa REF
ANA_260,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,2021-11-09T00:00:00Z,13,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01591,-119.38579,13:15:00,34.2,mixed_hard,medium,1-2m,Anacapa,Anacapa MPA
ANA_261,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-11-09T00:00:00Z,12,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01686,-119.38743,13:28:00,44,mixed_hard,medium,0-1m,Anacapa,Anacapa MPA
ANA_262,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-11-09T00:00:00Z,1,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.01604,-119.39119,13:38:00,38.3,hard,medium,1-2m,Anacapa,Anacapa MPA
ANA_264,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-11-20T00:00:00Z,13,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02098,-119.36325,08:47:00,30.5,mixed_soft,low,1-2m,Anacapa,Anacapa MPA
ANA_265,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2021-11-20T00:00:00Z,12,2,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.02225,-119.36017,08:53:00,41.3,mixed_hard,medium,0-1m,Anacapa,Anacapa MPA
ANA_266,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,2021-11-20T00:00:00Z,12,2,Anacapa,Front Side,MPA,ANA_SMCA,34.01846,-119.43825,10:31:00,30.5,hard,high,>2m,Anacapa,Anacapa MPA
ANA_267,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2021-11-20T00:00:00Z,13,1,Anacapa,Front Side,MPA,ANA_SMCA,34.01846,-119.43269,10:37:00,33.7,mixed_hard,low,0-1m,Anacapa,Anacapa MPA
ANA_270,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,2021-11-20T00:00:00Z,13,2,Anacapa,Back Side,REF,ANA_REF,34.0066,-119.43873,13:26:00,41.7,mixed_hard,high,>2m,Anacapa,Anacapa REF
ANA_271,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,598,2021-11-20T00:00:00Z,12,2,Anacapa,Back Side,REF,ANA_REF,34.00375,-119.43266,13:33:00,41.8,mixed_hard,high,>2m,Anacapa,Anacapa REF
CAR_001,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,2019-09-27T00:00:00Z,8,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07118,-120.06594,1899-12-31T09:12:00Z,49.8,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_002,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2019-09-27T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06693,-120.0768,1899-12-31T09:26:00Z,43.7,hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_003,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,2019-09-27T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06928,-120.06189,1899-12-31T09:43:00Z,43.9,hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_004,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-09-27T00:00:00Z,8,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06409,-120.06274,1899-12-31T10:09:00Z,36.6,mixed_soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_005,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2019-09-27T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06035,-120.05202,1899-12-31T10:34:00Z,39.4,mixed_hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_009,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,2019-09-27T00:00:00Z,8,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06329,-120.07437,1899-12-31T12:04:00Z,35.9,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_010,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-27T00:00:00Z,1,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05745,-120.09087,1899-12-31T12:37:00Z,41.6,mixed_soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_011,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2019-09-27T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06461,-120.09073,1899-12-31T12:55:00Z,50.3,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_012,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-27T00:00:00Z,8,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05164,-120.10201,1899-12-31T13:37:00Z,45.9,hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_014,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-06T00:00:00Z,8,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07321,-120.06432,1899-12-31T08:35:00Z,48.6,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_015,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,2019-10-06T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07055,-120.06676,1899-12-31T08:44:00Z,48.8,hard,high,high,Carrington Pt.,Carrington Pt. REF
CAR_016,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,2019-10-06T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06882,-120.07311,1899-12-31T08:53:00Z,40.4,hard,medium,low,Carrington Pt.,Carrington Pt. REF
CAR_017,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,2019-10-06T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05988,-120.06147,1899-12-31T09:44:00Z,34.3,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_019,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,2019-10-06T00:00:00Z,8,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05668,-120.05199,1899-12-31T10:02:00Z,36.9,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_020,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,2019-10-06T00:00:00Z,8,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05098,-120.08281,1899-12-31T11:23:00Z,32.9,hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_021,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2019-10-06T00:00:00Z,3,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05813,-120.08025,1899-12-31T11:33:00Z,30.4,hard,high,high,Carrington Pt.,Carrington Pt. MPA
CAR_024,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,2019-10-06T00:00:00Z,3,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05771,-120.09312,1899-12-31T12:46:00Z,41.9,mixed_soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_025,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,2019-11-01T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06229,-120.04987,1899-12-31T09:50:00Z,48.1,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_026,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,2019-11-01T00:00:00Z,8,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05405,-120.05246,1899-12-31T10:07:00Z,34.4,mixed_hard,high,high,Carrington Pt.,Carrington Pt. MPA
CAR_028,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,2019-11-01T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06306,-120.07168,1899-12-31T11:12:00Z,30.2,hard,high,low,Carrington Pt.,Carrington Pt. MPA
CAR_029,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,2019-11-01T00:00:00Z,8,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06079,-120.07918,1899-12-31T11:22:00Z,38.5,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_031,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2019-11-01T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05579,-120.09338,1899-12-31T12:59:00Z,36.5,mixed_soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_033,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-11-01T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05236,-120.10415,1899-12-31T13:20:00Z,48.5,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_034,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,2019-11-01T00:00:00Z,1,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05201,-120.13213,1899-12-31T14:10:00Z,33.7,mixed_hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_036,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,2019-11-01T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05261,-120.14751,1899-12-31T14:25:00Z,32.6,mixed_soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_037,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,2019-11-12T00:00:00Z,3,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05951,-120.05459,1899-12-31T09:16:00Z,33.2,hard,high,medium,Carrington Pt.,Carrington Pt. MPA
CAR_042,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,2019-11-12T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06736,-120.05914,1899-12-31T11:03:00Z,42.4,mixed_hard,medium,medium,Carrington Pt.,Carrington Pt. REF
CAR_043,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,2019-11-12T00:00:00Z,3,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05982,-120.08118,1899-12-31T12:13:00Z,37.1,mixed_hard,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_044,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-11-12T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.04991,-120.1031,1899-12-31T12:38:00Z,43.5,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_045,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,2019-11-18T00:00:00Z,1,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05944,-120.0544,1899-12-31T08:58:00Z,34.1,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_046,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2019-11-18T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05894,-120.06728,1899-12-31T09:05:00Z,33,hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_049,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2019-11-18T00:00:00Z,1,2,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.07146,-120.0625,1899-12-31T10:09:00Z,48.9,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. REF
CAR_050,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,2019-11-18T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.06947,-120.0724,1899-12-31T10:17:00Z,42.7,hard,medium,low,Carrington Pt.,Carrington Pt. REF
CAR_051,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,2019-11-18T00:00:00Z,3,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.06118,-120.08427,1899-12-31T11:47:00Z,43.1,mixed_soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_052,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,2019-11-18T00:00:00Z,1,2,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.0601,-120.0812,1899-12-31T11:51:00Z,37.7,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_055,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-12-10T00:00:00Z,11,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05234,-120.04432,1899-12-31T09:11:00Z,39.1,soft,low,low,Carrington Pt.,Carrington Pt. MPA
CAR_057,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,2019-12-10T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.05016,-120.03838,1899-12-31T09:41:00Z,34.9,mixed_hard,medium,low,Carrington Pt.,Carrington Pt. MPA
CAR_058,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2019-12-10T00:00:00Z,3,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05439,-120.1465,1899-12-31T10:48:00Z,38.6,mixed_soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_059,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,2019-12-10T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.05328,-120.13457,1899-12-31T10:56:00Z,35.4,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_060,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,2019-12-10T00:00:00Z,11,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.04915,-120.118667,1899-12-31T11:12:00Z,39.4,mixed_hard,low,low,Carrington Pt.,Carrington Pt. REF
CAR_061,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,2019-12-10T00:00:00Z,1,1,Santa Rosa,Outside Carrington MPA,REF,CARRINGTON_REF,34.047848,-120.105055,1899-12-31T13:15:00Z,42.2,soft,low,low,Carrington Pt.,Carrington Pt. REF
CAR_062,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-12-10T00:00:00Z,3,1,Santa Rosa,Carrington MPA,MPA,CARRINGTON_MPA,34.054055,-120.041612,1899-12-31T13:33:00Z,42.5,soft,low,low,Carrington Pt.,Carrington Pt. MPA
